implicit_hate,0.001,None,498,0
implicit_hate,0.002,2.505992817228334,498,1
implicit_hate,0.003,2.4083189157584597,498,1
implicit_hate,0.004,1.523154621172782,498,2
implicit_hate,0.005,1.6643316977093243,498,2
implicit_hate,0.006,1.2806248474865698,498,3
implicit_hate,0.007,1.2489995996796797,498,3
implicit_hate,0.008,1.082820391385386,498,4
implicit_hate,0.009000000000000001,1.106797181058933,498,4
implicit_hate,0.01,0.8935323161475472,498,5
implicit_hate,0.02,0.6974238309665077,498,10
implicit_hate,0.03,0.5642694391866354,498,15
implicit_hate,0.04,0.4860041152089147,498,20
implicit_hate,0.05,0.46379305730034387,498,25
implicit_hate,0.06,0.3655133376499413,498,30
implicit_hate,0.07,0.3599092856228511,498,35
implicit_hate,0.08,0.36159369463529095,498,40
implicit_hate,0.09,0.31184041502737336,498,45
implicit_hate,0.1,0.2987440375974055,498,50
implicit_hate,0.2,0.18806381895516214,498,100
implicit_hate,0.30000000000000004,0.16094513875072947,498,149
implicit_hate,0.4,0.11992691561640959,498,199
implicit_hate,0.5,0.08617616743251887,498,249
implicit_hate,0.6000000000000001,0.08143246119027911,498,299
implicit_hate,0.7000000000000001,0.057811529028076514,498,349
implicit_hate,0.8,0.04973605238857737,498,398
implicit_hate,0.9,0.03617999926670502,498,448
implicit_hate,1,0.0,498,498
